,Actor1CountryCode,Actor1Name,GoldsteinScale,NumMentions,SQLDATE
1680,LBR,ELLEN JOHNSON SIRLEAF,-5.0,8,20140820
1681,LBR,ELLEN JOHNSON SIRLEAF,-9.5,6,20140820
1682,LBR,ELLEN JOHNSON SIRLEAF,3.0,10,20140104
1683,LBR,ELLEN JOHNSON SIRLEAF,3.0,3,20140105
1684,LBR,ELLEN JOHNSON SIRLEAF,-2.0,8,20130106
1685,LBR,ELLEN JOHNSON SIRLEAF,-0.4,10,20140106
1686,LBR,ELLEN JOHNSON SIRLEAF,6.0,10,20140106
1687,LBR,ELLEN JOHNSON SIRLEAF,3.4,9,20091012
1688,LBR,ELLEN JOHNSON SIRLEAF,3.4,9,20091012
1689,LBR,ELLEN JOHNSON SIRLEAF,2.8,27,20091013
1690,LBR,ELLEN JOHNSON SIRLEAF,3.4,13,20091013
1691,LBR,ELLEN JOHNSON SIRLEAF,3.4,2,20091013
1692,LBR,ELLEN JOHNSON SIRLEAF,-5.0,3,19860118
1693,LBR,ELLEN JOHNSON SIRLEAF,-5.0,4,19860123
1694,LBR,ELLEN JOHNSON SIRLEAF,-5.0,1,19860123
1695,LBR,ELLEN JOHNSON SIRLEAF,1.9,4,19860123
1696,LBR,ELLEN JOHNSON SIRLEAF,1.9,3,19860123
1697,LBR,ELLEN JOHNSON SIRLEAF,-5.0,2,19860123
1698,LBR,ELLEN JOHNSON SIRLEAF,3.4,7,19860204
1699,LBR,ELLEN JOHNSON SIRLEAF,3.5,5,19860403
1700,LBR,ELLEN JOHNSON SIRLEAF,3.5,2,19860403
1701,LBR,ELLEN JOHNSON SIRLEAF,-5.0,1,19860403
1702,LBR,ELLEN JOHNSON SIRLEAF,-5.0,7,19860523
1703,LBR,ELLEN JOHNSON SIRLEAF,1.9,17,20090215
1704,LBR,ELLEN JOHNSON SIRLEAF,1.9,10,20090215
1705,LBR,ELLEN JOHNSON SIRLEAF,1.9,2,20090215
1706,LBR,ELLEN JOHNSON SIRLEAF,1.9,8,20090215
1707,LBR,ELLEN JOHNSON SIRLEAF,1.9,1,20090215
1708,LBR,ELLEN JOHNSON SIRLEAF,1.9,17,20090215
1709,LBR,ELLEN JOHNSON SIRLEAF,1.9,4,20090215
1710,LBR,ELLEN JOHNSON SIRLEAF,2.5,16,20090215
1711,LBR,ELLEN JOHNSON SIRLEAF,2.5,2,20090215
1712,LBR,ELLEN JOHNSON SIRLEAF,3.0,7,20090216
1713,LBR,ELLEN JOHNSON SIRLEAF,1.9,9,20090216
1714,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20090803
1715,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20090803
1716,LBR,ELLEN JOHNSON SIRLEAF,1.0,5,20090803
1717,LBR,ELLEN JOHNSON SIRLEAF,1.9,6,20090803
1718,LBR,ELLEN JOHNSON SIRLEAF,1.9,1,20090803
1719,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20090803
1720,LBR,ELLEN JOHNSON SIRLEAF,7.0,7,20090803
1721,LBR,ELLEN JOHNSON SIRLEAF,3.0,2,20090804
1722,LBR,ELLEN JOHNSON SIRLEAF,3.0,5,20090804
1723,LBR,ELLEN JOHNSON SIRLEAF,-5.0,2,20090804
1724,LBR,ELLEN JOHNSON SIRLEAF,-5.0,5,20090804
1725,LBR,ELLEN JOHNSON SIRLEAF,7.0,9,20090804
1726,LBR,ELLEN JOHNSON SIRLEAF,1.0,10,20090804
1727,LBR,ELLEN JOHNSON SIRLEAF,1.0,5,20090804
1728,LBR,ELLEN JOHNSON SIRLEAF,4.0,2,20090804
1729,LBR,ELLEN JOHNSON SIRLEAF,4.0,2,20090804
1730,LBR,ELLEN JOHNSON SIRLEAF,4.0,5,20090804
1731,LBR,ELLEN JOHNSON SIRLEAF,7.0,9,20090805
1732,LBR,ELLEN JOHNSON SIRLEAF,0.4,5,20090805
1733,LBR,ELLEN JOHNSON SIRLEAF,3.0,1,20120921
1734,LBR,ELLEN JOHNSON SIRLEAF,3.0,4,20120921
1735,LBR,ELLEN JOHNSON SIRLEAF,1.9,4,20140324
1736,LBR,ELLEN JOHNSON SIRLEAF,3.4,6,20140324
1737,LBR,ELLEN JOHNSON SIRLEAF,6.4,8,20140324
1738,LBR,ELLEN JOHNSON SIRLEAF,2.8,3,20140324
1739,LBR,ELLEN JOHNSON SIRLEAF,2.8,3,20140324
1740,LBR,ELLEN JOHNSON SIRLEAF,3.4,4,20140324
1741,LBR,ELLEN JOHNSON SIRLEAF,3.4,10,20140324
1742,LBR,ELLEN JOHNSON SIRLEAF,3.2,4,20140620
1743,LBR,ELLEN JOHNSON SIRLEAF,1.0,3,20140620
1744,LBR,ELLEN JOHNSON SIRLEAF,1.9,40,20140620
1745,LBR,ELLEN JOHNSON SIRLEAF,3.2,4,20140620
1746,LBR,ELLEN JOHNSON SIRLEAF,-4.4,8,20130909
1747,LBR,ELLEN JOHNSON SIRLEAF,-4.4,8,20130909
1748,LBR,ELLEN JOHNSON SIRLEAF,3.0,10,20130909
1749,LBR,ELLEN JOHNSON SIRLEAF,1.9,1,20130909
1750,LBR,ELLEN JOHNSON SIRLEAF,4.0,2,20130909
1751,LBR,ELLEN JOHNSON SIRLEAF,1.9,8,20130909
1752,LBR,ELLEN JOHNSON SIRLEAF,3.0,4,20130909
1753,LBR,ELLEN JOHNSON SIRLEAF,4.0,10,20130909
1754,LBR,ELLEN JOHNSON SIRLEAF,1.9,2,20130909
1755,LBR,ELLEN JOHNSON SIRLEAF,2.8,4,20130909
1756,LBR,ELLEN JOHNSON SIRLEAF,2.8,4,20130909
1757,LBR,ELLEN JOHNSON SIRLEAF,3.0,6,20130909
1758,LBR,ELLEN JOHNSON SIRLEAF,2.8,6,20130909
1759,LBR,ELLEN JOHNSON SIRLEAF,4.0,6,20130910
1760,LBR,ELLEN JOHNSON SIRLEAF,4.0,4,20130910
1761,LBR,ELLEN JOHNSON SIRLEAF,1.9,3,20130910
1762,LBR,ELLEN JOHNSON SIRLEAF,1.9,3,20130910
1763,LBR,ELLEN JOHNSON SIRLEAF,3.4,5,20130910
1764,LBR,ELLEN JOHNSON SIRLEAF,4.0,8,20130910
1765,LBR,ELLEN JOHNSON SIRLEAF,4.0,2,20130910
1766,LBR,ELLEN JOHNSON SIRLEAF,1.9,2,20130910
1767,LBR,ELLEN JOHNSON SIRLEAF,1.9,2,20130910
1768,LBR,ELLEN JOHNSON SIRLEAF,3.0,6,20130910
1769,LBR,ELLEN JOHNSON SIRLEAF,3.4,10,20121107
1770,LBR,ELLEN JOHNSON SIRLEAF,0.0,36,20121108
1771,LBR,ELLEN JOHNSON SIRLEAF,0.0,12,20121108
1772,LBR,ELLEN JOHNSON SIRLEAF,0.0,36,20121108
1773,LBR,ELLEN JOHNSON SIRLEAF,0.0,12,20121108
1774,LBR,ELLEN JOHNSON SIRLEAF,1.9,8,20121108
1775,LBR,ELLEN JOHNSON SIRLEAF,-2.0,9,20090906
1776,LBR,ELLEN JOHNSON SIRLEAF,0.0,4,20090908
1777,LBR,ELLEN JOHNSON SIRLEAF,3.4,7,20090908
1778,LBR,ELLEN JOHNSON SIRLEAF,3.4,2,20090908
1779,LBR,ELLEN JOHNSON SIRLEAF,-4.4,7,20100811
1780,LBR,ELLEN JOHNSON SIRLEAF,-4.4,1,20100811
1781,LBR,ELLEN JOHNSON SIRLEAF,-4.4,1,20100811
1782,LBR,ELLEN JOHNSON SIRLEAF,0.0,3,20081031
1783,LBR,ELLEN JOHNSON SIRLEAF,0.0,1,20081031
1784,LBR,ELLEN JOHNSON SIRLEAF,-0.4,7,20081103
1785,LBR,ELLEN JOHNSON SIRLEAF,-0.3,3,20061231
1786,LBR,ELLEN JOHNSON SIRLEAF,-0.3,2,20061231
1787,LBR,ELLEN JOHNSON SIRLEAF,-0.3,1,20061231
1788,LBR,ELLEN JOHNSON SIRLEAF,-0.3,1,20061231
1789,LBR,ELLEN JOHNSON SIRLEAF,2.8,1,20070112
1790,LBR,ELLEN JOHNSON SIRLEAF,2.8,1,20070112
1791,LBR,ELLEN JOHNSON SIRLEAF,1.9,6,20070113
1792,LBR,ELLEN JOHNSON SIRLEAF,0.4,10,20070116
1793,LBR,ELLEN JOHNSON SIRLEAF,-10.0,8,20140327
1794,LBR,ELLEN JOHNSON SIRLEAF,-10.0,2,20140327
1795,LBR,ELLEN JOHNSON SIRLEAF,1.9,4,20140623
1796,LBR,ELLEN JOHNSON SIRLEAF,0.4,6,20121031
1797,LBR,ELLEN JOHNSON SIRLEAF,1.9,3,20121031
1798,LBR,ELLEN JOHNSON SIRLEAF,4.0,3,20121031
1799,LBR,ELLEN JOHNSON SIRLEAF,4.0,6,20141014
1800,LBR,ELLEN JOHNSON SIRLEAF,4.0,6,20141014
1801,LBR,ELLEN JOHNSON SIRLEAF,3.0,4,20141015
1802,LBR,ELLEN JOHNSON SIRLEAF,3.0,1,20141015
1803,LBR,ELLEN JOHNSON SIRLEAF,1.9,1,20141015
1804,LBR,ELLEN JOHNSON SIRLEAF,3.0,10,20141015
1805,LBR,ELLEN JOHNSON SIRLEAF,4.0,33,20141015
1806,LBR,ELLEN JOHNSON SIRLEAF,4.0,3,20141015
1807,LBR,ELLEN JOHNSON SIRLEAF,0.4,10,20141015
1808,LBR,ELLEN JOHNSON SIRLEAF,3.0,2,20050427
1809,LBR,ELLEN JOHNSON SIRLEAF,-2.0,2,20050509
1810,LBR,ELLEN JOHNSON SIRLEAF,-2.0,1,20050509
1811,LBR,ELLEN JOHNSON SIRLEAF,-10.0,6,20050509
1812,LBR,ELLEN JOHNSON SIRLEAF,-2.0,2,20050515
1813,LBR,ELLEN JOHNSON SIRLEAF,-2.0,1,20050515
1814,LBR,ELLEN JOHNSON SIRLEAF,2.8,4,20050516
1815,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20050516
1816,LBR,ELLEN JOHNSON SIRLEAF,1.0,4,20050516
1817,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20050516
1818,LBR,ELLEN JOHNSON SIRLEAF,1.9,6,20050516
1819,LBR,ELLEN JOHNSON SIRLEAF,-4.0,1,20050523
1820,LBR,ELLEN JOHNSON SIRLEAF,-4.0,6,20050523
1821,LBR,ELLEN JOHNSON SIRLEAF,0.0,4,20050530
1822,LBR,ELLEN JOHNSON SIRLEAF,0.0,2,20050530
1823,LBR,ELLEN JOHNSON SIRLEAF,-2.0,3,20050531
1824,LBR,ELLEN JOHNSON SIRLEAF,3.4,9,20110208
1825,LBR,ELLEN JOHNSON SIRLEAF,-5.0,3,20010309
1826,LBR,ELLEN JOHNSON SIRLEAF,4.0,6,20141230
1827,LBR,ELLEN JOHNSON SIRLEAF,4.0,6,20141230
1828,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20141230
1829,LBR,ELLEN JOHNSON SIRLEAF,2.8,20,20141230
1830,LBR,ELLEN JOHNSON SIRLEAF,3.0,10,20141230
1831,LBR,ELLEN JOHNSON SIRLEAF,-5.0,10,20140822
1832,LBR,ELLEN JOHNSON SIRLEAF,-5.0,20,20140822
1833,LBR,ELLEN JOHNSON SIRLEAF,3.4,8,20140513
1834,LBR,ELLEN JOHNSON SIRLEAF,1.0,16,20120928
1835,LBR,ELLEN JOHNSON SIRLEAF,1.0,10,20120929
1836,LBR,ELLEN JOHNSON SIRLEAF,0.0,7,20090301
1837,LBR,ELLEN JOHNSON SIRLEAF,0.4,5,20090301
1838,LBR,ELLEN JOHNSON SIRLEAF,0.0,2,20090301
1839,LBR,ELLEN JOHNSON SIRLEAF,-2.0,9,20090302
1840,LBR,ELLEN JOHNSON SIRLEAF,-9.0,9,20090302
1841,LBR,ELLEN JOHNSON SIRLEAF,0.0,7,20120613
1842,LBR,ELLEN JOHNSON SIRLEAF,1.9,7,20120613
1843,LBR,ELLEN JOHNSON SIRLEAF,7.0,7,20120613
1844,LBR,ELLEN JOHNSON SIRLEAF,-10.0,7,20120613
1845,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20120613
1846,LBR,ELLEN JOHNSON SIRLEAF,2.8,5,20120613
1847,LBR,ELLEN JOHNSON SIRLEAF,1.0,9,20130822
1848,LBR,ELLEN JOHNSON SIRLEAF,1.9,4,20130823
1849,LBR,ELLEN JOHNSON SIRLEAF,0.4,9,20081216
1850,LBR,ELLEN JOHNSON SIRLEAF,8.0,2,20121124
1851,LBR,ELLEN JOHNSON SIRLEAF,8.0,2,20121124
1852,LBR,ELLEN JOHNSON SIRLEAF,8.0,6,20121124
1853,LBR,ELLEN JOHNSON SIRLEAF,8.0,6,20121124
1854,LBR,ELLEN JOHNSON SIRLEAF,8.0,2,20121124
1855,LBR,ELLEN JOHNSON SIRLEAF,8.0,2,20121124
1856,LBR,ELLEN JOHNSON SIRLEAF,8.0,6,20121124
1857,LBR,ELLEN JOHNSON SIRLEAF,8.0,18,20121124
1858,LBR,ELLEN JOHNSON SIRLEAF,8.0,6,20121124
1859,LBR,ELLEN JOHNSON SIRLEAF,3.0,10,20121128
1860,LBR,ELLEN JOHNSON SIRLEAF,4.0,20,20141219
1861,LBR,ELLEN JOHNSON SIRLEAF,4.0,12,20141219
1862,LBR,ELLEN JOHNSON SIRLEAF,4.0,18,20141219
1863,LBR,ELLEN JOHNSON SIRLEAF,1.0,38,20141219
1864,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20141219
1865,LBR,ELLEN JOHNSON SIRLEAF,1.0,1,20141219
1866,LBR,ELLEN JOHNSON SIRLEAF,1.0,4,20141219
1867,LBR,ELLEN JOHNSON SIRLEAF,1.0,8,20141219
1868,LBR,ELLEN JOHNSON SIRLEAF,4.0,8,20141219
1869,LBR,ELLEN JOHNSON SIRLEAF,3.4,20,20141219
1870,LBR,ELLEN JOHNSON SIRLEAF,1.0,3,20141219
1871,LBR,ELLEN JOHNSON SIRLEAF,1.0,5,20141219
1872,LBR,ELLEN JOHNSON SIRLEAF,1.9,20,20141219
1873,LBR,ELLEN JOHNSON SIRLEAF,0.4,70,20141219
1874,LBR,ELLEN JOHNSON SIRLEAF,0.0,1,20141219
1875,LBR,ELLEN JOHNSON SIRLEAF,0.0,4,20141219
1876,LBR,ELLEN JOHNSON SIRLEAF,1.0,70,20141219
1877,LBR,ELLEN JOHNSON SIRLEAF,1.0,6,20141219
1878,LBR,ELLEN JOHNSON SIRLEAF,1.9,2,20141219
1879,LBR,ELLEN JOHNSON SIRLEAF,1.9,6,20141219
1880,LBR,ELLEN JOHNSON SIRLEAF,-2.0,5,20141219
1881,LBR,ELLEN JOHNSON SIRLEAF,0.4,5,20141219
1882,LBR,ELLEN JOHNSON SIRLEAF,8.0,10,20140220
1883,LBR,ELLEN JOHNSON SIRLEAF,-2.0,2,20140820
1884,LBR,ELLEN JOHNSON SIRLEAF,-10.0,2,20140820
1885,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20140827
1886,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20140827
1887,LBR,ELLEN JOHNSON SIRLEAF,0.4,3,20140827
1888,LBR,ELLEN JOHNSON SIRLEAF,0.4,5,20140827
1889,LBR,ELLEN JOHNSON SIRLEAF,2.8,150,20140827
1890,LBR,ELLEN JOHNSON SIRLEAF,1.0,15,20140827
1891,LBR,ELLEN JOHNSON SIRLEAF,2.8,10,20140827
1892,LBR,ELLEN JOHNSON SIRLEAF,1.0,12,20140827
1893,LBR,ELLEN JOHNSON SIRLEAF,7.0,12,20140827
1894,LBR,ELLEN JOHNSON SIRLEAF,4.0,2,20120203
1895,LBR,ELLEN JOHNSON SIRLEAF,4.0,3,20120203
1896,LBR,ELLEN JOHNSON SIRLEAF,3.4,9,20120206
1897,LBR,ELLEN JOHNSON SIRLEAF,1.0,3,20120207
1898,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20120207
1899,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20120207
1900,LBR,ELLEN JOHNSON SIRLEAF,-0.4,9,20111209
1901,LBR,ELLEN JOHNSON SIRLEAF,1.9,5,20111210
1902,LBR,ELLEN JOHNSON SIRLEAF,1.9,4,20111210
1903,LBR,ELLEN JOHNSON SIRLEAF,6.0,2,20111210
1904,LBR,ELLEN JOHNSON SIRLEAF,3.4,9,20111210
1905,LBR,ELLEN JOHNSON SIRLEAF,6.0,2,20111210
1906,LBR,ELLEN JOHNSON SIRLEAF,-2.0,5,20111213
1907,LBR,ELLEN JOHNSON SIRLEAF,-2.0,2,20111213
1908,LBR,ELLEN JOHNSON SIRLEAF,7.0,2,20111213
1909,LBR,ELLEN JOHNSON SIRLEAF,1.0,2,20111214
1910,LBR,ELLEN JOHNSON SIRLEAF,-2.0,1,20130829
1911,LBR,ELLEN JOHNSON SIRLEAF,-2.0,4,20130829
1912,LBR,ELLEN JOHNSON SIRLEAF,-0.4,40,20130829
1913,LBR,ELLEN JOHNSON SIRLEAF,-2.0,4,20130829
1914,LBR,ELLEN JOHNSON SIRLEAF,0.0,20,20130829
1915,LBR,ELLEN JOHNSON SIRLEAF,0.0,10,20130830
1916,LBR,ELLEN JOHNSON SIRLEAF,4.0,3,20060725
1917,LBR,ELLEN JOHNSON SIRLEAF,3.4,6,20060725
1918,LBR,ELLEN JOHNSON SIRLEAF,5.0,3,20060725
1919,LBR,ELLEN JOHNSON SIRLEAF,0.0,3,20060725
1920,LBR,ELLEN JOHNSON SIRLEAF,7.0,3,20060725
1921,LBR,ELLEN JOHNSON SIRLEAF,4.0,2,20060725
1922,LBR,ELLEN JOHNSON SIRLEAF,3.4,6,20060725
1923,LBR,ELLEN JOHNSON SIRLEAF,5.0,1,20060725
1924,LBR,ELLEN JOHNSON SIRLEAF,7.0,3,20060725
1925,LBR,ELLEN JOHNSON SIRLEAF,5.0,1,20060725
1926,LBR,ELLEN JOHNSON SIRLEAF,2.8,9,20060726
1927,LBR,ELLEN JOHNSON SIRLEAF,5.0,9,20060726
1928,LBR,ELLEN JOHNSON SIRLEAF,3.0,9,20060726
1929,LBR,ELLEN JOHNSON SIRLEAF,0.0,1,20060727
1930,LBR,ELLEN JOHNSON SIRLEAF,2.8,7,20060727
1931,LBR,ELLEN JOHNSON SIRLEAF,2.8,5,20060727
1932,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20060727
1933,LBR,ELLEN JOHNSON SIRLEAF,0.0,9,20060727
1934,LBR,ELLEN JOHNSON SIRLEAF,3.4,1,20060727
1935,LBR,ELLEN JOHNSON SIRLEAF,3.4,1,20060727
1936,LBR,ELLEN JOHNSON SIRLEAF,3.4,5,20060727
1937,LBR,ELLEN JOHNSON SIRLEAF,0.0,1,20060727
1938,LBR,ELLEN JOHNSON SIRLEAF,0.0,6,20060727
1939,LBR,ELLEN JOHNSON SIRLEAF,0.0,4,20060727
1940,LBR,ELLEN JOHNSON SIRLEAF,2.8,7,20060727
1941,LBR,ELLEN JOHNSON SIRLEAF,3.4,2,20060727
1942,LBR,ELLEN JOHNSON SIRLEAF,3.4,5,20060727
1943,LBR,ELLEN JOHNSON SIRLEAF,0.4,2,20060728
1944,LBR,ELLEN JOHNSON SIRLEAF,1.9,4,20060728
1945,LBR,ELLEN JOHNSON SIRLEAF,3.4,6,20060728
1946,LBR,ELLEN JOHNSON SIRLEAF,-2.0,2,20060728
1947,LBR,ELLEN JOHNSON SIRLEAF,1.0,9,20060728
1948,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20060728
1949,LBR,ELLEN JOHNSON SIRLEAF,0.4,3,20060728
1950,LBR,ELLEN JOHNSON SIRLEAF,4.5,6,20060728
1951,LBR,ELLEN JOHNSON SIRLEAF,7.0,14,20060728
1952,LBR,ELLEN JOHNSON SIRLEAF,-2.0,3,20060728
1953,LBR,ELLEN JOHNSON SIRLEAF,8.5,4,20060730
1954,LBR,ELLEN JOHNSON SIRLEAF,0.0,4,20060730
1955,LBR,ELLEN JOHNSON SIRLEAF,8.5,4,20060730
1956,LBR,ELLEN JOHNSON SIRLEAF,1.9,5,20060731
1957,LBR,ELLEN JOHNSON SIRLEAF,1.0,5,20060801
1958,LBR,ELLEN JOHNSON SIRLEAF,-2.0,6,20060801
1959,LBR,ELLEN JOHNSON SIRLEAF,1.0,5,20060801
1960,LBR,ELLEN JOHNSON SIRLEAF,1.0,3,20060801
1961,LBR,ELLEN JOHNSON SIRLEAF,-7.2,5,20060801
1962,LBR,ELLEN JOHNSON SIRLEAF,1.0,3,20060802
1963,LBR,ELLEN JOHNSON SIRLEAF,-2.0,4,20060803
1964,LBR,ELLEN JOHNSON SIRLEAF,-2.0,5,20060803
1965,LBR,ELLEN JOHNSON SIRLEAF,4.0,6,20060803
1966,LBR,ELLEN JOHNSON SIRLEAF,5.0,4,20060803
1967,LBR,ELLEN JOHNSON SIRLEAF,-2.0,2,20060803
1968,LBR,ELLEN JOHNSON SIRLEAF,5.0,2,20060803
1969,LBR,ELLEN JOHNSON SIRLEAF,-2.0,7,20060804
1970,LBR,ELLEN JOHNSON SIRLEAF,-2.0,2,20060804
1971,LBR,ELLEN JOHNSON SIRLEAF,3.0,2,20060807
1972,LBR,ELLEN JOHNSON SIRLEAF,5.0,6,20060809
1973,LBR,ELLEN JOHNSON SIRLEAF,2.8,6,20060809
1974,LBR,ELLEN JOHNSON SIRLEAF,3.4,2,20060811
1975,LBR,ELLEN JOHNSON SIRLEAF,3.4,3,20060811
1976,LBR,ELLEN JOHNSON SIRLEAF,3.4,3,20060811
1977,LBR,ELLEN JOHNSON SIRLEAF,7.0,2,20060811
1978,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20060814
1979,LBR,ELLEN JOHNSON SIRLEAF,3.0,5,20060814
1980,LBR,ELLEN JOHNSON SIRLEAF,3.0,3,20060815
1981,LBR,ELLEN JOHNSON SIRLEAF,6.4,7,20060815
1982,LBR,ELLEN JOHNSON SIRLEAF,6.4,2,20060815
1983,LBR,ELLEN JOHNSON SIRLEAF,3.0,5,20060816
1984,LBR,ELLEN JOHNSON SIRLEAF,0.0,9,20080611
1985,LBR,ELLEN JOHNSON SIRLEAF,0.0,7,20080611
1986,LBR,ELLEN JOHNSON SIRLEAF,-0.4,8,20080611
1987,LBR,ELLEN JOHNSON SIRLEAF,-0.4,2,20080611
1988,LBR,ELLEN JOHNSON SIRLEAF,-0.4,10,20080613
1989,LBR,ELLEN JOHNSON SIRLEAF,1.9,10,20080613
1990,LBR,ELLEN JOHNSON SIRLEAF,-0.4,9,20080616
1991,LBR,ELLEN JOHNSON SIRLEAF,4.5,4,20050803
1992,LBR,ELLEN JOHNSON SIRLEAF,4.5,2,20050803
1993,LBR,ELLEN JOHNSON SIRLEAF,3.4,2,20050803
1994,LBR,ELLEN JOHNSON SIRLEAF,-2.0,2,20050807
1995,LBR,ELLEN JOHNSON SIRLEAF,-2.0,1,20050807
1996,LBR,ELLEN JOHNSON SIRLEAF,-10.0,6,20050807
1997,LBR,ELLEN JOHNSON SIRLEAF,-5.0,2,20050811
1998,LBR,ELLEN JOHNSON SIRLEAF,-5.0,4,20050811
1999,LBR,ELLEN JOHNSON SIRLEAF,0.0,2,20050811
2000,LBR,ELLEN JOHNSON SIRLEAF,0.0,4,20050811
2001,LBR,ELLEN JOHNSON SIRLEAF,-2.0,6,20050816
2002,LBR,ELLEN JOHNSON SIRLEAF,3.4,7,20050818
2003,LBR,ELLEN JOHNSON SIRLEAF,0.4,4,20050819
2004,LBR,ELLEN JOHNSON SIRLEAF,3.4,4,20050819
2005,LBR,ELLEN JOHNSON SIRLEAF,3.4,2,20050819
2006,LBR,ELLEN JOHNSON SIRLEAF,0.4,2,20050819
2007,LBR,ELLEN JOHNSON SIRLEAF,1.0,7,20050821
2008,LBR,ELLEN JOHNSON SIRLEAF,0.4,4,20050822
2009,LBR,ELLEN JOHNSON SIRLEAF,-10.0,1,20050822
2010,LBR,ELLEN JOHNSON SIRLEAF,0.4,2,20050822
2011,LBR,ELLEN JOHNSON SIRLEAF,0.0,1,20050826
2012,LBR,ELLEN JOHNSON SIRLEAF,3.4,7,20050914
2013,LBR,ELLEN JOHNSON SIRLEAF,1.0,80,20141001
2014,LBR,ELLEN JOHNSON SIRLEAF,1.0,9,20110905
2015,LBR,ELLEN JOHNSON SIRLEAF,7.0,9,20110905
2016,LBR,ELLEN JOHNSON SIRLEAF,-2.0,9,20110906
2017,LBR,ELLEN JOHNSON SIRLEAF,0.0,7,20110906
2018,LBR,ELLEN JOHNSON SIRLEAF,6.0,3,20110906
2019,LBR,ELLEN JOHNSON SIRLEAF,-4.0,7,20110906
2020,LBR,ELLEN JOHNSON SIRLEAF,3.4,4,20110907
2021,LBR,ELLEN JOHNSON SIRLEAF,3.0,9,20110908
2022,LBR,ELLEN JOHNSON SIRLEAF,2.8,5,20110908
2023,LBR,ELLEN JOHNSON SIRLEAF,-5.0,7,20110908
2024,LBR,ELLEN JOHNSON SIRLEAF,-9.0,7,20110908
2025,LBR,ELLEN JOHNSON SIRLEAF,1.0,8,20090611
2026,LBR,ELLEN JOHNSON SIRLEAF,7.0,9,20090611
2027,LBR,ELLEN JOHNSON SIRLEAF,1.0,10,20090612
2028,LBR,ELLEN JOHNSON SIRLEAF,-5.0,9,20090612
2029,LBR,ELLEN JOHNSON SIRLEAF,1.0,8,20090612
2030,LBR,ELLEN JOHNSON SIRLEAF,1.0,4,20090612
2031,LBR,ELLEN JOHNSON SIRLEAF,1.0,4,20090613
2032,LBR,ELLEN JOHNSON SIRLEAF,-0.4,8,20120822
2033,LBR,ELLEN JOHNSON SIRLEAF,-0.4,5,19990503
2034,LBR,ELLEN JOHNSON SIRLEAF,-0.4,3,19990503
2035,LBR,ELLEN JOHNSON SIRLEAF,-0.4,2,19990503
2036,LBR,ELLEN JOHNSON SIRLEAF,1.9,7,20100222
2037,LBR,ELLEN JOHNSON SIRLEAF,2.8,4,20100222
2038,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20100222
2039,LBR,ELLEN JOHNSON SIRLEAF,2.8,4,20100222
2040,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20100222
2041,LBR,ELLEN JOHNSON SIRLEAF,3.0,1,20100222
2042,LBR,ELLEN JOHNSON SIRLEAF,3.0,4,20100222
2043,LBR,ELLEN JOHNSON SIRLEAF,3.0,1,20100222
2044,LBR,ELLEN JOHNSON SIRLEAF,3.0,4,20100222
2045,LBR,ELLEN JOHNSON SIRLEAF,3.0,1,20100222
2046,LBR,ELLEN JOHNSON SIRLEAF,2.8,2,20100222
2047,LBR,ELLEN JOHNSON SIRLEAF,4.0,8,20100222
2048,LBR,ELLEN JOHNSON SIRLEAF,7.0,8,20100222
2049,LBR,ELLEN JOHNSON SIRLEAF,0.0,9,20110308
2050,LBR,ELLEN JOHNSON SIRLEAF,3.4,9,20110308
2051,LBR,ELLEN JOHNSON SIRLEAF,1.9,7,20110308
2052,LBR,ELLEN JOHNSON SIRLEAF,1.9,7,20110308
2053,LBR,ELLEN JOHNSON SIRLEAF,5.0,2,20110308
2054,LBR,ELLEN JOHNSON SIRLEAF,5.0,5,20110308
2055,LBR,ELLEN JOHNSON SIRLEAF,2.8,8,20110308
2056,LBR,ELLEN JOHNSON SIRLEAF,7.0,8,20110308
2057,LBR,ELLEN JOHNSON SIRLEAF,1.9,5,20110308
2058,LBR,ELLEN JOHNSON SIRLEAF,1.9,2,20110308
2059,LBR,ELLEN JOHNSON SIRLEAF,1.9,6,20080721
2060,LBR,ELLEN JOHNSON SIRLEAF,1.9,3,20080721
2061,LBR,ELLEN JOHNSON SIRLEAF,1.9,6,20080722
2062,LBR,ELLEN JOHNSON SIRLEAF,1.9,7,20080722
2063,LBR,ELLEN JOHNSON SIRLEAF,3.4,7,20080722
2064,LBR,ELLEN JOHNSON SIRLEAF,1.9,3,20080722
